zip,city,state,county
95667,Placerville,CA,El Dorado
95668,Pleasant Grove,CA,Sutter
95669,Plymouth,CA,Amador
95670,Rancho Cordova,CA,Sacramento
95671,Represa,CA,Sacramento
95672,Rescue,CA,El Dorado
95673,Rio Linda,CA,Sacramento
95674,Rio Oso,CA,Sutter
95675,River Pines,CA,Amador
95676,Robbins,CA,Sutter
95677,Rocklin,CA,Placer
95678,Roseville,CA,Placer
95679,Rumsey,CA,Yolo
95680,Ryde,CA,Sacramento
95681,Sheridan,CA,Placer
95682,Shingle Springs,CA,El Dorado
95683,Sloughhouse,CA,Sacramento
95684,Somerset,CA,El Dorado
95685,Sutter Creek,CA,Amador
95686,Thornton,CA,San Joaquin
95687,Vacaville,CA,Solano
95688,Vacaville,CA,Solano
95689,Volcano,CA,Amador
95690,Walnut Grove,CA,Sacramento
95691,West Sacramento,CA,Yolo
95692,Wheatland,CA,Yuba
95693,Wilton,CA,Sacramento
95694,Winters,CA,Yolo
95695,Woodland,CA,Yolo
95696,Vacaville,CA,Solano
95697,Yolo,CA,Yolo
95698,Zamora,CA,Yolo
95699,Drytown,CA,Amador
95701,Alta,CA,Placer
95703,Applegate,CA,Placer
95709,Camino,CA,El Dorado
95712,Chicago Park,CA,Nevada
95713,Colfax,CA,Placer
95714,Dutch Flat,CA,Placer
95715,Emigrant Gap,CA,Placer
95717,Gold Run,CA,Placer
95720,Kyburz,CA,El Dorado
95721,Echo Lake,CA,El Dorado
95722,Meadow Vista,CA,Placer
95724,Norden,CA,Nevada
95726,Pollock Pines,CA,El Dorado
95728,Soda Springs,CA,Nevada
95735,Twin Bridges,CA,El Dorado
95736,Weimar,CA,Placer
95741,Rancho Cordova,CA,Sacramento
95742,Rancho Cordova,CA,Sacramento
95746,Granite Bay,CA,Placer
95747,Roseville,CA,Placer
95757,Elk Grove,CA,Sacramento
95758,Elk Grove,CA,Sacramento
95759,Elk Grove,CA,Sacramento
95762,El Dorado Hills,CA,El Dorado
95763,Folsom,CA,Sacramento
95765,Rocklin,CA,Placer
95776,Woodland,CA,Yolo
95798,West Sacramento,CA,Yolo
95799,West Sacramento,CA,Yolo
95812,Sacramento,CA,Sacramento
95813,Sacramento,CA,Sacramento
95814,Sacramento,CA,Sacramento
95815,Sacramento,CA,Sacramento
95816,Sacramento,CA,Sacramento
95817,Sacramento,CA,Sacramento
95818,Sacramento,CA,Sacramento
95819,Sacramento,CA,Sacramento
95820,Sacramento,CA,Sacramento
95821,Sacramento,CA,Sacramento
95822,Sacramento,CA,Sacramento
95823,Sacramento,CA,Sacramento
95824,Sacramento,CA,Sacramento
95825,Sacramento,CA,Sacramento
95826,Sacramento,CA,Sacramento
95827,Sacramento,CA,Sacramento
95828,Sacramento,CA,Sacramento
95829,Sacramento,CA,Sacramento
95830,Sacramento,CA,Sacramento
95831,Sacramento,CA,Sacramento
95832,Sacramento,CA,Sacramento
95833,Sacramento,CA,Sacramento
95834,Sacramento,CA,Sacramento
95835,Sacramento,CA,Sacramento
95836,Sacramento,CA,Sacramento
95837,Sacramento,CA,Sacramento
95838,Sacramento,CA,Sacramento
95840,Sacramento,CA,Sacramento
95841,Sacramento,CA,Sacramento
95842,Sacramento,CA,Sacramento
95843,Antelope,CA,Sacramento
95851,Sacramento,CA,Sacramento
95852,Sacramento,CA,Sacramento
95853,Sacramento,CA,Sacramento
95860,Sacramento,CA,Sacramento
95864,Sacramento,CA,Sacramento
95865,Sacramento,CA,Sacramento
95866,Sacramento,CA,Sacramento
95867,Sacramento,CA,Sacramento
95887,Sacramento,CA,Sacramento
95894,Sacramento,CA,Sacramento
95899,Sacramento,CA,Sacramento
95901,Marysville,CA,Yuba
95903,Beale Afb,CA,Yuba
95910,Alleghany,CA,Sierra
95912,Arbuckle,CA,Colusa
95913,Artois,CA,Glenn
95914,Bangor,CA,Butte
95915,Belden,CA,Plumas
95916,Berry Creek,CA,Butte
95917,Biggs,CA,Butte
95918,Browns Valley,CA,Yuba
95919,Brownsville,CA,Yuba
95920,Butte City,CA,Glenn
95922,Camptonville,CA,Yuba
95923,Canyon Dam,CA,Plumas
95924,Cedar Ridge,CA,Nevada
95925,Challenge,CA,Yuba
95926,Chico,CA,Butte
95927,Chico,CA,Butte
95928,Chico,CA,Butte
95929,Chico,CA,Butte
95930,Clipper Mills,CA,Butte
95932,Colusa,CA,Colusa
95934,Crescent Mills,CA,Plumas
95935,Dobbins,CA,Yuba
95936,Downieville,CA,Sierra
95937,Dunnigan,CA,Yolo
95938,Durham,CA,Butte
95939,Elk Creek,CA,Glenn
95940,Feather Falls,CA,Butte
95941,Forbestown,CA,Butte
95942,Forest Ranch,CA,Butte
95943,Glenn,CA,Glenn
95944,Goodyears Bar,CA,Sierra
95945,Grass Valley,CA,Nevada
95946,Penn Valley,CA,Nevada
95947,Greenville,CA,Plumas
95948,Gridley,CA,Butte
95949,Grass Valley,CA,Nevada
95950,Grimes,CA,Colusa
95951,Hamilton City,CA,Glenn
95953,Live Oak,CA,Sutter
95954,Magalia,CA,Butte
95955,Maxwell,CA,Colusa
95956,Meadow Valley,CA,Plumas
95957,Meridian,CA,Sutter
95958,Nelson,CA,Butte
95959,Nevada City,CA,Nevada
95960,North San Juan,CA,Nevada
95961,Olivehurst,CA,Yuba
95962,Oregon House,CA,Yuba
95963,Orland,CA,Glenn
95965,Oroville,CA,Butte
95966,Oroville,CA,Butte
95967,Paradise,CA,Butte
95968,Palermo,CA,Butte
95969,Paradise,CA,Butte
95970,Princeton,CA,Colusa
95971,Quincy,CA,Plumas
95972,Rackerby,CA,Yuba
95973,Chico,CA,Butte
95974,Richvale,CA,Butte
95975,Rough And Ready,CA,Nevada
95976,Chico,CA,Butte
95977,Smartville,CA,Nevada
95978,Stirling City,CA,Butte
95979,Stonyford,CA,Colusa
95980,Storrie,CA,Plumas
95981,Strawberry Valley,CA,Yuba
95982,Sutter,CA,Sutter
95983,Taylorsville,CA,Plumas
95984,Twain,CA,Plumas
95986,Washington,CA,Nevada
95987,Williams,CA,Colusa
95988,Willows,CA,Glenn
95991,Yuba City,CA,Sutter
95992,Yuba City,CA,Sutter
95993,Yuba City,CA,Sutter
96001,Redding,CA,Shasta
96002,Redding,CA,Shasta
96003,Redding,CA,Shasta
96006,Adin,CA,Modoc
96007,Anderson,CA,Shasta
96008,Bella Vista,CA,Shasta
96009,Bieber,CA,Lassen
96010,Big Bar,CA,Trinity
96011,Big Bend,CA,Shasta
96013,Burney,CA,Shasta
96014,Callahan,CA,Siskiyou
96015,Canby,CA,Modoc
96016,Cassel,CA,Shasta
96017,Castella,CA,Shasta
96019,Shasta Lake,CA,Shasta
96020,Chester,CA,Plumas
96021,Corning,CA,Tehama
96022,Cottonwood,CA,Shasta
96023,Dorris,CA,Siskiyou
96024,Douglas City,CA,Trinity
96025,Dunsmuir,CA,Siskiyou
96027,Etna,CA,Siskiyou
96028,Fall River Mills,CA,Shasta
96029,Flournoy,CA,Tehama
96031,Forks Of Salmon,CA,Siskiyou
96032,Fort Jones,CA,Siskiyou
96033,French Gulch,CA,Shasta
96034,Gazelle,CA,Siskiyou
96035,Gerber,CA,Tehama
96037,Greenview,CA,Siskiyou
96038,Grenada,CA,Siskiyou
96039,Happy Camp,CA,Siskiyou
96040,Hat Creek,CA,Shasta
96041,Hayfork,CA,Trinity
96044,Hornbrook,CA,Siskiyou
96046,Hyampom,CA,Trinity
96047,Igo,CA,Shasta
96048,Junction City,CA,Trinity
96049,Redding,CA,Shasta
96050,Klamath River,CA,Siskiyou
96051,Lakehead,CA,Shasta
96052,Lewiston,CA,Trinity
96054,Lookout,CA,Modoc
96055,Los Molinos,CA,Tehama
96056,Mcarthur,CA,Lassen
96057,Mccloud,CA,Siskiyou
96058,Macdoel,CA,Siskiyou
96059,Manton,CA,Tehama
96061,Mill Creek,CA,Tehama
96062,Millville,CA,Shasta
96063,Mineral,CA,Tehama
96064,Montague,CA,Siskiyou
96065,Montgomery Creek,CA,Shasta
96067,Mount Shasta,CA,Siskiyou
96068,Nubieber,CA,Lassen
96069,Oak Run,CA,Shasta
96070,Obrien,CA,Shasta
96071,Old Station,CA,Shasta
96073,Palo Cedro,CA,Shasta
96074,Paskenta,CA,Tehama
96075,Paynes Creek,CA,Tehama
96076,Platina,CA,Shasta
96078,Proberta,CA,Tehama
96079,Shasta Lake,CA,Shasta
96080,Red Bluff,CA,Tehama
96084,Round Mountain,CA,Shasta
96085,Scott Bar,CA,Siskiyou
96086,Seiad Valley,CA,Siskiyou
96087,Shasta,CA,Shasta
96088,Shingletown,CA,Shasta
96089,Shasta Lake,CA,Shasta
96090,Tehama,CA,Tehama
96091,Trinity Center,CA,Trinity
96092,Vina,CA,Tehama
96093,Weaverville,CA,Trinity
96094,Weed,CA,Siskiyou
96095,Whiskeytown,CA,Shasta
96096,Whitmore,CA,Shasta
96097,Yreka,CA,Siskiyou
96099,Redding,CA,Shasta
96101,Alturas,CA,Modoc
96103,Blairsden-graeagle,CA,Plumas
96104,Cedarville,CA,Modoc
96105,Chilcoot,CA,Plumas
96106,Clio,CA,Plumas
96107,Coleville,CA,Mono
96108,Davis Creek,CA,Modoc
96109,Doyle,CA,Lassen
96110,Eagleville,CA,Modoc
96111,Floriston,CA,Nevada
96112,Fort Bidwell,CA,Modoc
96113,Herlong,CA,Lassen
96114,Janesville,CA,Lassen
96115,Lake City,CA,Modoc
96116,Likely,CA,Modoc
96117,Litchfield,CA,Lassen
96118,Loyalton,CA,Sierra
96119,Madeline,CA,Lassen
96120,Markleeville,CA,Alpine
96121,Milford,CA,Lassen
96122,Portola,CA,Plumas
96123,Ravendale,CA,Lassen
96124,Calpine,CA,Sierra
96125,Sierra City,CA,Sierra
96126,Sierraville,CA,Sierra
96127,Susanville,CA,Lassen
96128,Standish,CA,Lassen
96129,Beckwourth,CA,Plumas
96130,Susanville,CA,Lassen
96132,Termo,CA,Lassen
96133,Topaz,CA,Mono
96134,Tulelake,CA,Siskiyou
96135,Vinton,CA,Plumas
96136,Wendel,CA,Lassen
96137,Westwood,CA,Lassen
96140,Carnelian Bay,CA,Placer
96141,Homewood,CA,Placer
96142,Tahoma,CA,El Dorado
96143,Kings Beach,CA,Placer
96145,Tahoe City,CA,Placer
96146,Olympic Valley,CA,Placer
96148,Tahoe Vista,CA,Placer
96150,South Lake Tahoe,CA,El Dorado
96151,South Lake Tahoe,CA,El Dorado
96152,South Lake Tahoe,CA,El Dorado
96154,South Lake Tahoe,CA,El Dorado
96155,South Lake Tahoe,CA,El Dorado
96156,South Lake Tahoe,CA,El Dorado
96157,South Lake Tahoe,CA,El Dorado
96158,South Lake Tahoe,CA,El Dorado
96160,Truckee,CA,Nevada
96161,Truckee,CA,Nevada
96162,Truckee,CA,Nevada
